,Manufacturer,Permit Number,DATE,VIN NUMBER,"VEHICLE IS CAPABLE OF OPERATING WITHOUT A DRIVER
(Yes or No)","DRIVER PRESENT
(Yes or No)","DISENGAGEMENT INITIATED BY
(AV System, Test Driver, Remote Operator, or Passenger)","DISENGAGEMENT
LOCATION
(Interstate, Freeway, Highway, Rural Road, Street, or Parking Facility)",DESCRIPTION OF FACTS CAUSING DISENGAGEMENT
2027,APPLE INC.,AVT030,5/4/2023,2T2BGMCA8HC019876,No,Yes,Test Driver,Freeway,"The ADS generated a motion쟰lan that쟷ould have placed쟴he vehicle in an incorrect location on the roadway, requiring the Safety Driver to disengage. 쟕he Safety잻river was able to safely take control of the vehicle."
2028,APPLE INC.,AVT030,5/4/2023,2T2BGMCA3HC014584,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
2029,APPLE INC.,AVT030,5/4/2023,2T2BGMCA0HC019709,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
2030,APPLE INC.,AVT030,5/4/2023,2T2BGMCA3HC020062,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
2031,APPLE INC.,AVT030,5/4/2023,2T2BGMCA0HC019709,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
2032,APPLE INC.,AVT030,5/4/2023,2T2BGMCA6HC019228,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
2033,APPLE INC.,AVT030,5/4/2023,2T2BGMCA0HC019709,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
2034,APPLE INC.,AVT030,5/4/2023,2T2BGMCA3HC014584,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
2035,APPLE INC.,AVT030,5/4/2023,2T2BGMCA8HC019876,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
2036,APPLE INC.,AVT030,5/4/2023,2T2BGMCA8HC019876,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
2037,APPLE INC.,AVT030,5/4/2023,2T2BGMCAXHC018082,No,Yes,Test Driver,Freeway,A discrepancy in the onboard map쟲esulted in a motion plan requiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle.
2038,APPLE INC.,AVT030,5/4/2023,2T2BGMCA0HC019709,No,Yes,Test Driver,Freeway,A discrepancy in the onboard map쟲esulted in a motion plan requiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle.
2039,APPLE INC.,AVT030,5/4/2023,2T2BGMCA8HC019876,No,Yes,Test Driver,Freeway,A discrepancy in the onboard map쟲esulted in a motion plan requiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle.
2040,APPLE INC.,AVT030,5/4/2023,2T2BGMCA2GC007754,No,Yes,AV System,Interstate,The ADS initiated a disengagement쟡ue to a diagnosed hardware issue. 쟕he Safety잻river was able to safely take control of the vehicle.
2041,APPLE INC.,AVT030,5/4/2023,2T2BGMCA0HC019225,No,Yes,AV System,Interstate,The ADS initiated a disengagement쟡ue to a diagnosed hardware issue. 쟕he Safety잻river was able to safely take control of the vehicle.
2042,APPLE INC.,AVT030,5/4/2023,2T2BGMCA0HC019225,No,Yes,AV System,Interstate,The ADS initiated a disengagement쟡ue to a diagnosed hardware issue. 쟕he Safety잻river was able to safely take control of the vehicle.
2043,APPLE INC.,AVT030,5/4/2023,2T2BGMCA0HC019225,No,Yes,AV System,Interstate,The ADS initiated a disengagement쟡ue to a diagnosed hardware issue. 쟕he Safety잻river was able to safely take control of the vehicle.
2044,APPLE INC.,AVT030,5/4/2023,2T2BGMCA0HC019225,No,Yes,AV System,Interstate,The ADS initiated a disengagement쟡ue to a diagnosed hardware issue. 쟕he Safety잻river was able to safely take control of the vehicle.
2045,APPLE INC.,AVT030,5/4/2023,2T2BGMCA6HC019228,No,Yes,AV System,Interstate,The ADS initiated a disengagement쟡ue to a diagnosed hardware issue. 쟕he Safety잻river was able to safely take control of the vehicle.
2046,APPLE INC.,AVT030,5/4/2023,2T2BGMCA0HC019225,No,Yes,AV System,Interstate,The ADS initiated a disengagement쟡ue to a diagnosed hardware issue. 쟕he Safety잻river was able to safely take control of the vehicle.
2047,APPLE INC.,AVT030,5/4/2023,2T2BGMCA6HC019228,No,Yes,Test Driver,Interstate,"The ADS generated a motion쟰lan that쟷ould have placed쟴he vehicle in an incorrect location on the roadway, requiring the Safety Driver to disengage. 쟕he Safety잻river was able to safely take control of the vehicle."
2048,APPLE INC.,AVT030,5/4/2023,2T2BGMCA6HC019228,No,Yes,Test Driver,Interstate,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
2049,APPLE INC.,AVT030,5/4/2023,2T2BGMCA2GC007754,No,Yes,Test Driver,Interstate,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
2050,APPLE INC.,AVT030,5/4/2023,2T2BGMCAXHC018082,No,Yes,Test Driver,Interstate,A discrepancy in the onboard map쟲esulted in a motion plan requiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle.
2051,APPLE INC.,AVT030,5/4/2023,2T2BGMCAXHC018082,No,Yes,Test Driver,Interstate,A discrepancy in the onboard map쟲esulted in a motion plan requiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle.
2052,APPLE INC.,AVT030,5/4/2023,2T2BGMCAXHC018082,No,Yes,Test Driver,Interstate,A discrepancy in the onboard map쟲esulted in a motion plan requiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle.
2053,APPLE INC.,AVT030,5/5/2023,2T2BGMCA0HC019709,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
2054,APPLE INC.,AVT030,5/5/2023,2T2BGMCA8HC019876,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
2055,APPLE INC.,AVT030,5/5/2023,2T2BGMCA0HC019709,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
2056,APPLE INC.,AVT030,5/5/2023,2T2BGMCA3GC007911,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
2057,APPLE INC.,AVT030,5/5/2023,2T2BGMCA3GC007911,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
2058,APPLE INC.,AVT030,5/5/2023,2T2BGMCA8HC019876,No,Yes,Test Driver,Interstate,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
2059,APPLE INC.,AVT030,5/8/2023,2T2BGMCA3GC007911,No,Yes,AV System,Freeway,The ADS initiated a disengagement쟡ue to a diagnosed hardware issue. 쟕he Safety잻river was able to safely take control of the vehicle.
2060,APPLE INC.,AVT030,5/8/2023,2T2BGMCA3GC007911,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
2061,APPLE INC.,AVT030,5/8/2023,2T2BGMCA3GC007911,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
2062,APPLE INC.,AVT030,5/8/2023,2T2BGMCA3GC007911,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
2063,APPLE INC.,AVT030,5/8/2023,2T2BGMCA6HC019228,No,Yes,Test Driver,Freeway,A discrepancy in the onboard map쟲esulted in a motion plan requiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle.
2064,APPLE INC.,AVT030,5/8/2023,2T2BGMCA6HC019228,No,Yes,AV System,Interstate,The ADS initiated a disengagement쟡ue to a diagnosed issue with the motion plan. 쟕he Safety잻river was able to safely take control of the vehicle.
2065,APPLE INC.,AVT030,5/9/2023,2T2BGMCA0HC019225,No,Yes,AV System,Freeway,The ADS initiated a disengagement쟡ue to a diagnosed hardware issue. 쟕he Safety잻river was able to safely take control of the vehicle.
2066,APPLE INC.,AVT030,5/9/2023,2T2BGMCA0HC019225,No,Yes,AV System,Freeway,The ADS initiated a disengagement쟡ue to a diagnosed hardware issue. 쟕he Safety잻river was able to safely take control of the vehicle.
2067,APPLE INC.,AVT030,5/9/2023,2T2BGMCA0HC019225,No,Yes,AV System,Freeway,The ADS initiated a disengagement쟡ue to a diagnosed hardware issue. 쟕he Safety잻river was able to safely take control of the vehicle.
2068,APPLE INC.,AVT030,5/9/2023,2T2BGMCA0HC019919,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
2069,APPLE INC.,AVT030,5/9/2023,2T2BGMCA8GC003871,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
2070,APPLE INC.,AVT030,5/9/2023,2T2BGMCA3GC007911,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
2071,APPLE INC.,AVT030,5/9/2023,2T2BGMCA3GC007911,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
2072,APPLE INC.,AVT030,5/9/2023,2T2BGMCA8GC003871,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
2073,APPLE INC.,AVT030,5/9/2023,2T2BGMCA3GC007911,No,Yes,Test Driver,Interstate,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
2074,APPLE INC.,AVT030,5/10/2023,2T2BGMCA4HC016912,No,Yes,AV System,Freeway,The ADS initiated a disengagement쟡ue to a diagnosed hardware issue. 쟕he Safety잻river was able to safely take control of the vehicle.
2075,APPLE INC.,AVT030,5/10/2023,2T2BGMCA6HC019228,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
2076,APPLE INC.,AVT030,5/10/2023,2T2BGMCAXGC006416,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
2077,APPLE INC.,AVT030,5/10/2023,2T2BGMCA4HC016912,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
2078,APPLE INC.,AVT030,5/10/2023,2T2BGMCA4HC016912,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
2079,APPLE INC.,AVT030,5/10/2023,2T2BGMCA8HC019876,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
2080,APPLE INC.,AVT030,5/10/2023,2T2BGMCA8HC019876,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
2081,APPLE INC.,AVT030,5/10/2023,2T2BGMCA8HC019876,No,Yes,Test Driver,Freeway,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
2082,APPLE INC.,AVT030,5/10/2023,2T2BGMCA6HC019228,No,Yes,Test Driver,Freeway,A discrepancy in the onboard map쟲esulted in a motion plan requiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle.
2083,APPLE INC.,AVT030,5/10/2023,2T2BGMCA3GC007911,No,Yes,Test Driver,Freeway,A discrepancy in the onboard map쟲esulted in a motion plan requiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle.
2084,APPLE INC.,AVT030,5/10/2023,2T2BGMCA8HC019876,No,Yes,Test Driver,Freeway,A discrepancy in the onboard map쟲esulted in a motion plan requiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle.
2085,APPLE INC.,AVT030,5/10/2023,2T2BGMCA0HC019919,No,Yes,Test Driver,Interstate,"The ADS incorrectly predicted the behavior of another road user,쟷hich resulted in a motion plan쟲equiring disengagement by the Safety Driver. 쟕he Safety잻river was able to safely take control of the vehicle."
