,Manufacturer,year,preprocessed
2881,AE,23,ads initiate disengagement diagnosed hardware
2882,AE,23,ads initiate disengagement diagnosed motion plan
2883,AE,23,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
2884,AE,23,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
2885,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2886,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2887,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2888,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2889,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2890,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2891,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2892,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2893,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2894,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2895,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2896,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2897,AE,23,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
2898,AE,23,discrepancy map motion plan requiring disengagement safety_driver
2899,AE,23,discrepancy map motion plan requiring disengagement safety_driver
2900,AE,23,discrepancy map motion plan requiring disengagement safety_driver
2901,AE,23,ads initiate disengagement diagnosed hardware
2902,AE,23,ads initiate disengagement diagnosed hardware
2903,AE,23,ads initiate disengagement diagnosed hardware
2904,AE,23,ads initiate disengagement diagnosed hardware
2905,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2906,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2907,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2908,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2909,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2910,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2911,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2912,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2913,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2914,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2915,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2916,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2917,AE,23,discrepancy map motion plan requiring disengagement safety_driver
2918,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2919,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2920,AE,23,ads initiate disengagement diagnosed hardware
2921,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2922,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2923,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2924,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2925,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2926,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2927,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2928,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2929,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2930,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2931,AE,23,discrepancy map motion plan requiring disengagement safety_driver
2932,AE,23,discrepancy map motion plan requiring disengagement safety_driver
2933,AE,23,discrepancy map motion plan requiring disengagement safety_driver
2934,AE,23,discrepancy map motion plan requiring disengagement safety_driver
2935,AE,23,discrepancy map motion plan requiring disengagement safety_driver
2936,AE,23,ads initiate disengagement diagnosed hardware
2937,AE,23,ads initiate disengagement diagnosed hardware
2938,AE,23,ads initiate disengagement diagnosed hardware
2939,AE,23,ads initiate disengagement diagnosed hardware
2940,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2941,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2942,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2943,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2944,AE,23,ads initiate disengagement diagnosed hardware
2945,AE,23,ads initiate disengagement diagnosed hardware
2946,AE,23,ads initiate disengagement diagnosed hardware
2947,AE,23,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
2948,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2949,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2950,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2951,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2952,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2953,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2954,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2955,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2956,AE,23,discrepancy map motion plan requiring disengagement safety_driver
2957,AE,23,discrepancy map motion plan requiring disengagement safety_driver
2958,AE,23,ads initiate disengagement diagnosed hardware
2959,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2960,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2961,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2962,AE,23,ads initiate disengagement diagnosed hardware
2963,AE,23,ads initiate disengagement diagnosed hardware
2964,AE,23,ads initiate disengagement diagnosed hardware
2965,AE,23,ads initiate disengagement diagnosed hardware
2966,AE,23,ads initiate disengagement diagnosed hardware
2967,AE,23,ads initiate disengagement diagnosed motion plan
2968,AE,23,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
2969,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2970,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2971,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2972,AE,23,ads initiate disengagement diagnosed motion plan
2973,AE,23,ads initiate disengagement diagnosed motion plan
2974,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2975,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2976,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2977,AE,23,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
2978,AE,23,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
